Gene Symbol,Layer 1,Layer 2,Layer 3,Layer 4,Layer 5,Layer 6,Layer 7,Layer 8,Layer 9
0610007C21Rik;Apr3,9.40535E-05,0.000106525,9.55313E-05,9.25795E-05,8.81596E-05,8.43878E-05,8.65797E-05,8.10625E-05,8.37514E-05
0610007L01Rik,9.72818E-05,8.91596E-05,8.20314E-05,8.21003E-05,8.12253E-05,8.04153E-05,8.09476E-05,8.21342E-05,8.00281E-05
0610007P08Rik;Rad26l,8.70068E-07,3.04628E-06,3.72501E-06,6.73708E-06,5.05147E-06,6.11098E-06,5.60619E-06,5.6975E-06,5.4826E-06
0610007P14Rik,0.000116447,9.1879E-05,9.31607E-05,8.62162E-05,8.40908E-05,8.16884E-05,7.61486E-05,7.10786E-05,7.45299E-05
0610007P22Rik,1.29588E-06,3.2029E-06,3.02384E-06,2.88292E-06,3.79044E-06,1.43521E-06,9.68143E-07,1.31618E-06,1.89774E-06
0610008F07Rik,2.47114E-07,2.19267E-06,4.08824E-06,8.7493E-06,6.43494E-06,5.89387E-06,6.35186E-06,5.55736E-06,7.12797E-06
0610009B22Rik,2.76183E-05,3.34202E-05,3.40406E-05,2.9381E-05,0.000028,2.90428E-05,2.81083E-05,2.63681E-05,2.14609E-05
0610009D07Rik,2.72139E-05,2.1418E-05,2.15071E-05,1.99994E-05,1.90362E-05,1.96546E-05,2.07637E-05,2.26328E-05,2.32437E-05
0610009O20Rik,2.73412E-05,2.26634E-05,1.42979E-05,1.5211E-05,1.43294E-05,1.5558E-05,1.35011E-05,1.3357E-05,1.21079E-05
0610010B08Rik;Gm14434;Gm14308,0,0,0,0,0,0,0,0,0
0610010F05Rik;mKIAA1841;Kiaa1841,2.68213E-06,2.49754E-06,3.41978E-06,3.49959E-06,3.11861E-06,4.40397E-06,2.72604E-06,2.28335E-06,2.3841E-06
0610010K14Rik;Rnasek,0.000346293,0.000294509,0.000293417,0.00026278,0.000256978,0.000240753,0.000239669,0.000254756,0.000248484
0610010O12Rik,2.1052E-05,2.42887E-05,2.83283E-05,2.92215E-05,3.10876E-05,3.45481E-05,3.80182E-05,3.45616E-05,3.68076E-05
0610011F06Rik,0.000396679,0.000363893,0.000352067,0.000322322,0.000296785,0.000276099,0.000280469,0.000268948,0.000265027
0610011L14Rik,1.67723E-05,1.7867E-05,1.8852E-05,2.16187E-05,2.18485E-05,2.87063E-05,2.45512E-05,2.04285E-05,1.92336E-05
0610012G03Rik,8.77745E-05,0.000126547,0.000129967,0.000123237,0.00012913,0.000137676,0.000134362,0.000133704,0.000125885
0610012H03Rik,7.34734E-06,7.09849E-06,8.1754E-06,7.42663E-06,6.77818E-06,5.08434E-06,4.88156E-06,3.7625E-06,3.90739E-06
0610030E20Rik,7.44169E-06,3.87723E-06,6.09384E-06,5.88722E-06,5.24068E-06,5.83862E-06,7.39319E-06,1.02249E-05,1.07785E-05
0610031J06Rik,0.000110846,8.09364E-05,7.96177E-05,7.7379E-05,7.96859E-05,8.51139E-05,8.23444E-05,8.936E-05,9.698E-05
0610037L13Rik,4.14924E-05,2.9045E-05,2.66645E-05,2.65221E-05,2.9888E-05,2.90461E-05,2.77723E-05,3.13194E-05,3.12031E-05
0610037P05Rik,3.736E-05,3.05182E-05,2.91736E-05,2.73816E-05,0.00003152,3.82417E-05,3.29478E-05,2.80429E-05,2.68782E-05
0610038B21Rik,0,0,0,0,0,0,0,0,0
0610038F07Rik;Sdhaf2,2.73724E-05,3.36062E-05,3.40071E-05,3.57577E-05,3.4989E-05,3.43968E-05,3.50538E-05,3.3855E-05,3.24602E-05
0610039K10Rik,0,0,0,0,0,0,0,0,0
0610040B10Rik,6.65733E-08,5.4578E-07,3.22903E-07,9.25424E-08,2.27558E-08,1.72325E-07,1.40392E-07,3.3896E-08,7.65545E-08
0610040J01Rik,1.17952E-05,1.70895E-05,1.97804E-05,2.14034E-05,2.27141E-05,2.30758E-05,2.2836E-05,1.88075E-05,2.32448E-05
0910001L09Rik,0.000172147,0.000165759,0.000162888,0.000141852,0.000127472,0.00012917,0.000116596,0.000125501,0.000131314
100039707;Gm2382;AK149842,2.68067E-05,3.2027E-05,3.48523E-05,4.50301E-05,4.3659E-05,4.46035E-05,4.0627E-05,3.95304E-05,3.83692E-05
100042579;Gm10902;Gm17002,0,0,0,0,0,0,0,0,0
100043387,7.83988E-09,1.40309E-07,1.3758E-07,3.24259E-08,1.4535E-09,1.99846E-13,2.73837E-28,0,0
1100001G20Rik,0.000703882,0.001751044,0.001956712,0.001926827,0.001860442,0.001779719,0.001714486,0.001704919,0.001721798
1110001A07Rik;Fam33a,0,0,0,0,0,0,0,0,0
1110001A16Rik,1.11401E-07,1.65184E-06,2.54027E-06,2.72218E-06,2.03322E-06,1.41489E-06,2.33711E-06,2.62577E-06,2.79298E-06
1110001J03Rik,0.000198557,0.000157773,0.000165114,0.00016029,0.000157733,0.000149008,0.000150512,0.00015574,0.000155491
1110002B05Rik;Mir1892,1.99225E-05,1.89552E-05,2.03741E-05,2.29259E-05,2.66118E-05,2.37554E-05,2.36843E-05,0.000020442,2.14453E-05
1110002L01Rik,0,0,0,0,0,0,0,0,0
1110002N22Rik,1.55259E-05,2.17864E-05,1.85588E-05,1.55472E-05,1.38445E-05,1.36798E-05,1.56861E-05,1.62355E-05,1.59329E-05
1110003E01Rik,4.34495E-05,4.70304E-05,4.65597E-05,5.13433E-05,5.25068E-05,5.11757E-05,5.12642E-05,5.23041E-05,5.10916E-05
1110004E09Rik,2.88199E-05,2.76051E-05,2.92158E-05,2.78443E-05,2.91735E-05,3.32815E-05,2.71841E-05,2.63838E-05,2.76688E-05
1110004F10Rik,4.25878E-05,4.04332E-05,4.40462E-05,5.33614E-05,5.49937E-05,5.13126E-05,4.87974E-05,4.56257E-05,4.62169E-05
1110005A03Rik,4.09348E-07,3.50634E-07,6.40283E-07,8.17892E-07,7.56756E-07,5.56197E-07,1.01364E-06,5.55225E-07,4.14711E-07
1110005A23Rik;Sarnp,3.03644E-06,6.13838E-06,5.78013E-06,5.47624E-06,4.29976E-06,5.99728E-06,4.51729E-06,3.27406E-06,3.2063E-06
1110006O24Rik,5.27788E-08,5.08625E-07,6.42119E-07,1.19696E-06,1.50689E-06,1.68342E-06,2.97249E-06,2.51432E-06,2.5082E-06
1110007A13Rik;Mcmbp,2.26901E-05,3.51932E-05,3.46786E-05,3.54694E-05,3.40121E-05,4.03454E-05,2.76957E-05,2.56621E-05,2.37844E-05
1110007C09Rik,1.31951E-05,1.41231E-05,1.53661E-05,1.59756E-05,1.76057E-05,2.18346E-05,2.18624E-05,2.07361E-05,1.71532E-05
1110008F13Rik,2.39172E-05,2.86376E-05,2.45286E-05,2.89202E-05,3.18559E-05,3.69709E-05,3.9486E-05,4.28697E-05,3.93942E-05
1110008J03Rik,7.76641E-07,4.05793E-06,4.97244E-06,4.6868E-06,3.93789E-06,1.5514E-06,1.32182E-06,1.13241E-06,7.96909E-07
1110008L16Rik,2.03867E-05,2.12412E-05,1.7684E-05,1.60288E-05,1.59108E-05,1.33851E-05,1.39931E-05,1.46806E-05,1.79345E-05
1110008P14Rik,5.99197E-05,6.82667E-05,5.60889E-05,5.01658E-05,4.96579E-05,5.89562E-05,5.89753E-05,5.38109E-05,5.04443E-05
1110012D08Rik,7.32562E-09,2.66798E-07,6.42397E-07,4.974E-07,2.79737E-07,4.46534E-08,6.64203E-10,2.25034E-13,7.61884E-14
1110012J17Rik,0,0,0,0,0,0,0,0,0
1110012L19Rik,8.36224E-06,1.30297E-05,1.33727E-05,1.4044E-05,1.23825E-05,8.62306E-06,8.99998E-06,8.74996E-06,1.40648E-05
1110013L07Rik;Fam189b,1.50048E-06,1.65747E-06,1.45168E-06,1.2611E-06,1.24389E-06,1.17158E-06,8.64207E-07,8.397E-07,8.76974E-07
1110017D15Rik;Smrp1,2.8162E-15,1.98771E-11,8.25148E-10,2.04091E-08,7.28142E-08,3.18034E-07,1.99988E-07,4.26129E-08,2.84361E-08
1110017F19Rik,7.41479E-09,2.73576E-07,3.7618E-07,6.27028E-07,6.66083E-07,6.34167E-08,3.50227E-07,3.92017E-07,2.12837E-07
1110018G07Rik;mKIAA0317,3.59446E-05,3.68654E-05,3.71717E-05,3.41163E-05,2.73994E-05,2.78001E-05,2.83753E-05,2.1361E-05,2.2893E-05
1110018H23Rik;Ptx4,0,0,0,0,0,0,0,0,0
1110018J18Rik,1.94604E-05,2.32235E-05,2.58848E-05,2.70332E-05,2.7068E-05,2.69449E-05,2.60115E-05,2.27781E-05,4.59224E-05
1110020A21Rik,1.81102E-06,4.46836E-06,4.78339E-06,4.81164E-06,4.39102E-06,5.34215E-06,8.42455E-06,8.91855E-06,8.23632E-06
1110020G09Rik,3.98678E-05,3.48151E-05,3.08214E-05,2.90968E-05,2.74338E-05,2.95295E-05,2.85985E-05,2.92554E-05,2.594E-05
1110021J02Rik,5.94278E-07,8.13003E-07,3.53779E-07,2.05576E-07,1.96943E-07,1.12588E-07,1.2951E-07,4.54426E-07,4.08264E-07
1110021L09Rik,4.31916E-06,2.71212E-06,2.89901E-06,2.62343E-06,3.41668E-06,8.77169E-06,5.40569E-06,4.34656E-06,3.47878E-06
1110028C15Rik,2.77898E-06,5.25165E-07,7.54502E-07,1.36844E-06,1.45485E-06,9.34012E-07,2.38474E-06,1.83322E-06,3.18382E-06
1110031I02Rik,8.40816E-06,1.45323E-05,1.22431E-05,9.35558E-06,9.56013E-06,1.14804E-05,1.25174E-05,1.4549E-05,1.44649E-05
1110032A03Rik,2.64088E-05,2.32743E-05,2.29097E-05,2.12908E-05,0.000021591,2.29676E-05,2.48645E-05,2.07232E-05,1.97455E-05
1110032A04Rik,0,0,0,0,0,0,0,0,0
1110032F04Rik,0,0,0,0,0,0,0,0,0
1110034A24Rik;Rpl36al,0.000260282,0.000241584,0.000251534,0.000260339,0.000260166,0.00023983,0.000240527,0.000232507,0.000232473
1110034B05Rik,4.38202E-06,1.06047E-06,1.46059E-06,2.60209E-06,3.00692E-06,3.15707E-06,2.2465E-06,2.7119E-06,3.20546E-06
1110034G24Rik,3.6417E-05,1.53601E-05,1.54495E-05,1.16365E-05,7.86096E-06,6.57684E-06,7.34294E-06,6.79997E-06,6.82781E-06
1110037F02Rik,1.42989E-05,1.08604E-05,1.2894E-05,1.49637E-05,1.68569E-05,1.28199E-05,1.41562E-05,1.53607E-05,1.62784E-05
1110038B12Rik,2.93098E-05,2.74056E-05,2.67094E-05,2.83538E-05,2.14382E-05,1.71539E-05,1.55837E-05,1.59021E-05,1.47566E-05
1110038D17Rik,0.000134406,0.0001131,0.00011118,0.000107878,0.000108058,0.000103956,0.000102941,0.000115145,0.000116049
1110038F14Rik,5.03595E-06,8.61347E-06,1.05654E-05,1.09669E-05,1.10507E-05,9.97298E-06,1.08173E-05,8.90022E-06,7.94978E-06
1110049F12Rik,1.57493E-05,1.51674E-05,1.38201E-05,1.61548E-05,1.55225E-05,1.50769E-05,1.62027E-05,1.48086E-05,1.43963E-05
1110051M20Rik,2.32156E-07,1.64333E-06,2.43983E-06,1.85458E-06,3.09636E-06,6.40798E-07,7.40585E-07,8.39073E-07,1.00473E-06
1110054O05Rik,6.11162E-06,6.87339E-06,4.9125E-06,4.85647E-06,4.71629E-06,5.88721E-06,5.30615E-06,7.37682E-06,7.69336E-06
1110057K04Rik,4.10331E-05,5.37343E-05,5.4844E-05,5.48591E-05,5.47745E-05,5.00777E-05,4.73641E-05,5.32734E-05,5.62509E-05
1110058L19Rik,3.66306E-05,4.63957E-05,4.70666E-05,4.34675E-05,4.20653E-05,3.97228E-05,4.07263E-05,4.17343E-05,4.08217E-05
1110059E24Rik,2.11472E-05,1.45294E-05,1.11182E-05,9.4459E-06,1.07828E-05,1.10533E-05,1.28691E-05,1.21509E-05,1.28451E-05
1110059G10Rik;mKIAA1143,1.56213E-05,1.95751E-05,2.08564E-05,1.87503E-05,1.82979E-05,1.38565E-05,1.71088E-05,1.67915E-05,1.82745E-05
1110059M19Rik,0,0,0,0,0,0,0,0,0
1110065P20Rik,1.44288E-05,2.08522E-05,1.75302E-05,1.39027E-05,1.21698E-05,1.06983E-05,8.796E-06,1.0684E-05,9.73052E-06
1110067D22Rik,3.02819E-05,2.52919E-05,2.21072E-05,2.01637E-05,2.27767E-05,2.53247E-05,2.17655E-05,1.87804E-05,1.78936E-05
1190002H23Rik,1.54661E-06,7.31544E-06,1.63776E-06,1.96985E-06,1.22835E-06,1.12101E-06,6.99191E-07,4.47322E-07,4.00459E-07
1190002N15Rik,8.06468E-06,1.02005E-05,1.02152E-05,7.38312E-06,7.74219E-06,8.9468E-06,1.17245E-05,1.27186E-05,1.34633E-05
1190003J15Rik,0.000457239,0.00050379,0.000520804,0.00053469,0.00055979,0.000563834,0.000591531,0.000581126,0.00057212
1190003K10Rik,0,0,0,0,0,0,0,0,0
1190005F20Rik;Trm1l,1.97998E-05,2.52075E-05,2.02669E-05,2.045E-05,2.28545E-05,2.18254E-05,2.39786E-05,2.91276E-05,2.88913E-05
1190005I06Rik,5.56639E-05,4.05536E-05,3.5857E-05,3.03774E-05,2.64652E-05,2.76445E-05,2.53314E-05,2.31212E-05,2.62334E-05
1190007F08Rik,3.00729E-07,1.52349E-06,2.98792E-06,2.95198E-06,3.10947E-06,2.7899E-06,3.91928E-06,6.63919E-06,5.80938E-06
1190007I07Rik,2.75791E-05,2.49965E-05,2.84569E-05,3.30494E-05,2.82722E-05,2.52445E-05,2.23158E-05,1.98682E-05,1.75877E-05
1200002N14Rik;Dram1,3.30859E-14,0,7.77878E-10,3.07904E-08,4.97186E-08,1.36215E-07,1.54466E-19,3.68646E-19,4.43703E-19
1200009I06Rik,8.97777E-17,1.22223E-14,6.82458E-12,1.46087E-09,1.36239E-08,2.7182E-07,5.56005E-07,2.74292E-07,2.76423E-07
1200011I18Rik,3.62268E-05,2.65996E-05,2.67703E-05,2.45069E-05,2.03324E-05,2.47803E-05,2.35488E-05,2.45437E-05,2.54947E-05
1200011M11Rik;Smg8,1.11743E-05,6.61097E-06,6.21961E-06,6.1676E-06,7.30202E-06,8.82077E-06,9.68598E-06,9.62063E-06,7.83121E-06
1200014J11Rik,1.09771E-05,1.39154E-05,1.39772E-05,1.30559E-05,1.32188E-05,1.30596E-05,8.96577E-06,7.13281E-06,5.94579E-06
1200016B10Rik,7.25252E-06,9.30772E-06,1.02828E-05,8.32607E-06,7.38508E-06,7.47835E-06,6.77469E-06,7.1648E-06,6.82128E-06
1300001I01Rik,0.000326432,0.000316019,0.000319029,0.000343412,0.000333957,0.000312618,0.000309758,0.00030259,0.000292625
1300002K09Rik,5.61331E-05,8.20656E-05,8.93254E-05,9.72672E-05,0.000100446,9.0236E-05,9.6834E-05,0.00010569,0.000107642
1300010F03Rik,9.1608E-05,9.52259E-05,9.87523E-05,9.50076E-05,9.10082E-05,9.23828E-05,8.93229E-05,8.86612E-05,8.18378E-05
1300014I06Rik,9.81654E-05,6.20656E-05,6.20124E-05,5.3655E-05,4.94417E-05,4.05176E-05,3.65208E-05,3.26771E-05,3.19682E-05
1300017J02Rik,0.000512109,0.000549252,0.000565375,0.00057782,0.000595259,0.000560971,0.000532014,0.000569941,0.000573479
1300018I17Rik,3.04448E-07,3.27849E-06,3.84737E-06,3.72659E-06,3.90166E-06,3.02688E-06,2.36756E-06,2.01622E-06,2.42211E-06
1300018J18Rik,3.92425E-06,5.53299E-06,5.04636E-06,4.79661E-06,4.65524E-06,5.03865E-06,5.53046E-06,3.91699E-06,3.55795E-06
14-3-3 gamma;Ywhag,5.4274E-05,6.35665E-05,5.99792E-05,5.23262E-05,4.99654E-05,4.92661E-05,5.02999E-05,5.09724E-05,4.67846E-05
1500001M20Rik,1.63107E-06,5.9481E-06,4.94084E-06,3.01926E-06,2.4774E-06,3.12113E-06,2.87648E-06,2.63049E-06,2.62634E-06
1500002O20Rik,1.77612E-05,6.53262E-06,6.22814E-06,5.62675E-06,5.59137E-06,4.46819E-06,5.49293E-06,6.1684E-06,5.43877E-06
1500003O03Rik,0.000378315,0.000375112,0.000366437,0.000331492,0.000295757,0.000290565,0.000270917,0.000253898,0.000246564
1500004A13Rik,0,0,0,0,0,0,0,0,0
1500009C09Rik,0,0,0,0,0,0,0,0,0
1500009L16Rik,1.11391E-12,9.42517E-08,3.82301E-07,2.87934E-07,2.10791E-07,4.24979E-08,1.80874E-11,6.1361E-21,1.81743E-20
1500010J02Rik;Ctc1,1.9395E-08,4.46867E-07,1.37863E-06,2.05768E-06,1.98345E-06,1.03046E-06,1.23957E-06,1.00928E-06,1.1723E-06
1500011B03Rik;2610524H06Rik,2.04053E-07,5.80305E-07,1.16283E-06,1.13266E-06,1.2254E-06,4.55816E-07,3.67401E-07,3.43394E-07,7.59518E-07
1500011H22Rik,6.04585E-06,9.66981E-06,5.83233E-06,4.92803E-06,5.50749E-06,4.38854E-06,4.45041E-06,4.6548E-06,5.09238E-06
1500011K16Rik,8.85643E-05,6.05505E-05,5.04777E-05,4.33181E-05,3.61626E-05,3.54757E-05,3.34897E-05,3.31363E-05,2.99271E-05
1500012F01Rik,3.52198E-05,4.42678E-05,3.84994E-05,3.3132E-05,3.0171E-05,3.06086E-05,2.92003E-05,3.1921E-05,3.49918E-05
1500015A07Rik,2.15101E-07,1.53357E-06,1.25433E-06,8.89254E-07,1.09917E-06,4.86104E-07,6.10575E-07,1.42315E-06,1.46099E-06
1500015O10Rik,0,0,0,0,0,0,0,0,0
1500017E21Rik,1.02084E-05,1.68329E-05,1.35324E-05,1.16561E-05,1.10896E-05,1.16094E-05,1.33855E-05,1.54547E-05,1.92432E-05
1500031L02Rik,8.30422E-06,3.82184E-06,4.4213E-06,4.20628E-06,4.89647E-06,7.52076E-06,8.22686E-06,6.86793E-06,5.47496E-06
1500032L24Rik,0.000225643,0.00025373,0.000253888,0.000249723,0.000249528,0.000240397,0.000213793,0.000205652,0.000218614
1520402A15Rik,0,0,0,0,0,0,0,0,0
1600002H07Rik,6.24856E-05,7.34753E-05,8.96317E-05,0.00010878,0.000107304,9.53701E-05,9.82985E-05,0.000101293,0.00010364
1600002K03Rik,1.78314E-05,1.09448E-05,1.16193E-05,1.0805E-05,1.12556E-05,1.17842E-05,1.42028E-05,0.000017609,1.80547E-05
1600012F09Rik,1.21171E-06,4.95152E-06,4.46559E-06,4.20621E-06,4.57676E-06,5.898E-06,7.25965E-06,9.22808E-06,8.23819E-06
1600012H06Rik,0,0,0,0,0,0,0,0,0
1600012P17Rik,0,0,0,0,0,0,0,0,0
1600014C10Rik,0.000209918,0.000173455,0.000171066,0.000158008,0.000155965,0.000156032,0.000140104,0.000141274,0.000135831
1600014C23Rik,0,0,0,0,0,0,0,0,0
1600014K23Rik,0,0,0,0,0,0,0,0,0
1600015I10Rik,0,0,0,0,0,0,0,0,0
1600016N20Rik,2.06539E-14,9.02546E-12,5.0176E-10,1.40172E-08,7.22754E-08,4.6502E-07,3.90524E-07,3.4174E-07,3.86501E-07
1600021P15Rik,2.18864E-05,1.07758E-05,9.82998E-06,7.24346E-06,5.96042E-06,7.87893E-06,8.84778E-06,1.06547E-05,9.03075E-06
1600027N09Rik,2.33927E-06,8.85563E-07,5.33799E-07,3.51994E-07,3.04704E-07,5.51162E-07,8.54242E-07,5.11957E-07,4.58168E-07
1600029D21Rik,8.50396E-07,4.60939E-07,6.48089E-07,4.73244E-07,2.32605E-07,7.44689E-07,7.86719E-07,6.2381E-07,6.75074E-07
1600029O15Rik,9.14795E-08,7.75405E-07,4.67875E-07,8.95064E-08,4.20541E-09,2.32586E-08,7.25107E-08,9.62912E-08,1.21302E-07
1700001C02Rik,0,0,0,0,0,0,0,0,0
1700001C19Rik,1.44632E-05,7.47486E-06,4.63111E-06,3.70007E-06,3.80782E-06,4.90709E-06,4.79466E-06,4.74003E-06,3.15441E-06
1700001F09Rik,0,0,0,0,0,0,0,0,0
1700001G17Rik,0,0,0,0,0,0,0,0,0
1700001J03Rik,0,0,0,0,0,0,0,0,0
1700001J11Rik,0,0,0,0,0,0,0,0,0
1700001K19Rik,0,0,0,0,0,0,0,0,0
1700001K23Rik,0,0,0,0,0,0,0,0,0
1700001L05Rik;AK005608,2.84797E-06,1.58827E-06,2.02427E-06,1.82458E-06,1.98365E-06,2.72562E-06,2.64047E-06,2.03314E-06,2.50228E-06
1700001L19Rik,2.43456E-10,4.0755E-08,1.14494E-07,4.99145E-08,6.0234E-09,3.90414E-08,1.96527E-07,1.90791E-07,1.06755E-07
1700001O22Rik,0,0,0,0,0,0,0,0,0
1700001P01Rik,1.47899E-08,1.03713E-07,1.05975E-07,1.58883E-07,2.3339E-07,8.29975E-08,2.70635E-07,2.87645E-07,1.9686E-07
1700003E16Rik,3.0887E-07,1.95488E-06,2.15371E-06,1.46358E-06,1.38329E-06,2.35725E-06,1.51611E-06,1.23993E-06,1.33445E-06
1700003F12Rik,5.77487E-20,4.26572E-15,2.23138E-12,4.86057E-10,6.07154E-09,7.75477E-08,1.43285E-07,1.15405E-07,1.33257E-07
1700003G18Rik,0,0,0,0,0,0,0,0,0
1700003H04Rik,0,0,0,0,0,0,0,0,0
1700003M02Rik,0,0,0,0,0,0,0,0,0
1700006A11Rik,0,0,0,0,0,0,0,0,0
1700006E09Rik,0,0,0,0,0,0,0,0,0
1700007B14Rik,0,0,0,0,0,0,0,0,0
1700007E06Rik,3.58964E-14,5.05023E-11,3.74633E-09,7.5442E-08,1.1564E-07,1.64283E-08,1.87688E-20,2.0668E-20,5.54657E-21
1700007G11Rik,0,0,0,0,0,0,0,0,0
1700007I08Rik,0,0,0,0,0,0,0,0,0
1700007K09Rik,0,0,0,0,0,0,0,0,0
1700007K13Rik,5.26582E-18,5.24995E-14,1.00702E-11,9.09507E-10,8.38516E-09,5.44039E-08,8.88197E-08,1.02834E-07,1.02162E-07
1700008A04Rik,0,0,0,0,0,0,0,0,0
1700008F21Rik,0,0,0,0,0,0,0,0,0
1700008I05Rik,0,0,0,0,0,0,0,0,0
1700008J07Rik,0,0,0,0,0,0,0,0,0
1700008O03Rik,1.47195E-06,1.3357E-06,7.2864E-07,5.80217E-07,6.4325E-07,2.88821E-07,3.12184E-07,2.93622E-07,3.01437E-07
1700008P02Rik,0,0,0,0,0,0,0,0,0
1700008P20Rik,0,0,0,0,0,0,0,0,0
1700009J07Rik,0,0,0,0,0,0,0,0,0
1700009N14Rik,0,0,0,0,0,0,0,0,0
1700009P17Rik,4.06993E-06,1.34329E-06,1.04834E-06,8.98931E-07,6.47574E-07,9.44198E-07,0.000001145,2.31279E-06,1.65948E-06
1700010B08Rik,0,0,0,0,0,0,0,0,0
1700010D01Rik,0,0,0,0,0,0,0,0,0
1700010H22Rik,0,0,0,0,0,0,0,0,0
1700010I14Rik,5.88899E-19,5.77076E-15,1.0484E-12,4.42419E-10,3.17845E-09,7.25477E-08,1.91155E-07,1.40924E-07,1.6637E-07
1700010M22Rik,0,0,0,0,0,0,0,0,0
1700011A15Rik,0,0,0,0,0,0,0,0,0
1700011E24Rik,0,0,0,0,0,0,0,0,0
1700011F03Rik,0,0,0,0,0,0,0,0,0
1700011F14Rik,0,0,0,0,0,0,0,0,0
1700011H14Rik,1.37515E-13,4.75233E-11,5.70265E-09,1.55688E-07,2.35666E-07,1.95546E-07,3.5001E-07,1.49925E-07,2.34322E-07
1700011I03Rik,0,0,0,0,0,0,0,0,0
1700011L22Rik,0,0,0,0,0,0,0,0,0
1700011M02Rik,0,0,0,0,0,0,0,0,0
1700012A03Rik,0,0,0,0,0,0,0,0,0
1700012A16Rik,0,0,0,0,0,0,0,0,0
1700012B07Rik,0,0,0,0,0,0,0,0,0
1700012B09Rik,0,0,0,0,0,0,0,0,0
1700012B15Rik,8.51821E-06,7.50825E-06,5.37255E-06,4.2347E-06,4.47272E-06,4.63928E-06,3.85097E-06,2.25567E-06,2.59401E-06
1700012D14Rik;AK031468,8.73978E-07,1.02585E-06,6.2404E-07,7.84225E-07,9.79595E-07,1.27637E-06,1.29563E-06,1.22213E-06,9.59498E-07
1700012L04Rik,1.63148E-06,1.52151E-06,6.14217E-07,6.19904E-07,7.178E-07,8.09314E-07,4.24628E-07,2.70564E-07,2.96344E-07
1700012P22Rik,0,0,0,0,0,0,0,0,0
1700013B16Rik;Fam75d3,0,0,0,0,0,0,0,0,0
1700013D24Rik,0,0,0,0,0,0,0,0,0
1700013F07Rik,0,0,0,0,0,0,0,0,0
1700013G24Rik,0,0,0,0,0,0,0,0,0
1700013H16Rik,0,0,0,0,0,0,0,0,0
1700014N06Rik,0,0,0,0,0,0,0,0,0
1700015E13Rik,0,0,0,0,0,0,0,0,0
1700015F17Rik,0,0,0,0,0,0,0,0,0
1700015G11Rik,0,0,0,0,0,0,0,0,0
1700016C15Rik,0,0,0,0,0,0,0,0,0
1700016D06Rik,0,0,0,0,0,0,0,0,0
1700016H13Rik,0,0,0,0,0,0,0,0,0
1700016K19Rik,0,0,0,0,0,0,0,0,0
1700016M24Rik,0,0,0,0,0,0,0,0,0
1700017B05Rik,2.1393E-05,0.000024043,1.86161E-05,2.38068E-05,2.71269E-05,2.91445E-05,2.87243E-05,3.14626E-05,3.09758E-05
1700017D01Rik,0,0,0,0,0,0,0,0,0
1700017N19Rik,0,0,0,0,0,0,0,0,0
1700018A04Rik;AK142058,0,0,0,0,0,0,0,0,0
1700018A14Rik,0,0,0,0,0,0,0,0,0
1700018B08Rik,0,0,0,0,0,0,0,0,0
1700018B24Rik,0,0,0,0,0,0,0,0,0
1700018C11Rik,0,0,0,0,0,0,0,0,0
1700018F24Rik,0,0,0,0,0,0,0,0,0
1700018L02Rik,0,0,0,0,0,0,0,0,0
1700018L24Rik,0,0,0,0,0,0,0,0,0
1700019A02Rik,6.37302E-09,1.47335E-07,1.62355E-07,3.73688E-08,1.25944E-09,1.01314E-13,1.87038E-28,0,0
1700019B03Rik,1.89351E-08,2.67764E-07,1.39157E-07,6.34022E-08,1.33948E-07,1.55931E-07,3.19034E-08,1.32931E-09,3.53618E-11
1700019D03Rik;AK217058,0,0,0,0,0,0,0,0,0
1700019E19Rik,1.81989E-07,2.43189E-06,4.55879E-06,5.00436E-06,5.3639E-06,3.79858E-06,2.56729E-06,2.48338E-06,2.14162E-06
1700019G17Rik,5.29019E-06,5.50186E-06,5.57397E-06,5.48809E-06,4.95329E-06,4.15228E-06,4.669E-06,4.5893E-06,3.37487E-06
1700019L03Rik,0,0,0,0,0,0,0,0,0
1700019M22Rik,0,0,0,0,0,0,0,0,0
1700019N12Rik,0,0,0,0,0,0,0,0,0
1700019N19Rik,0,0,0,0,0,0,0,0,0
1700019O17Rik,0,0,0,0,0,0,0,0,0
1700020A23Rik,0,0,0,0,0,0,0,0,0
1700020C07Rik,0,0,0,0,0,0,0,0,0
1700020D05Rik,0,0,0,0,0,0,0,0,0
1700020I14Rik,3.81313E-05,1.63202E-05,1.42152E-05,1.83848E-05,1.95736E-05,2.3533E-05,2.06344E-05,1.98105E-05,1.92985E-05
1700020L24Rik,0,3.26535E-11,2.36314E-09,4.79305E-08,2.3762E-07,3.77397E-07,2.65801E-07,4.12766E-07,8.71972E-08
1700020N01Rik,0,0,0,0,0,0,0,0,0
1700020N18Rik,0,0,0,0,0,0,0,0,0
1700020O03Rik;Kiaa1152,5.58016E-06,8.25417E-06,5.70035E-06,6.82748E-06,9.88175E-06,5.16609E-06,3.89714E-06,4.56058E-06,2.92114E-06
1700021C14Rik;Rhbg,0.000113902,1.73451E-05,1.18112E-05,1.6057E-05,5.76608E-06,6.32221E-06,6.81111E-06,5.9666E-06,4.45585E-06
1700021F05Rik,4.18537E-05,3.79494E-05,4.10882E-05,4.47082E-05,4.2784E-05,3.93054E-05,4.31463E-05,4.37851E-05,0.00004181
1700021F07Rik,0,0,0,0,0,0,0,0,0
