Protein	ENSEMBL	Symbol	bin	int
A0A075B5P3	NA	NA	1	8.8789695350132245
A0A075B5P3	NA	NA	2	0
A0A075B5P3	NA	NA	3	0
A0A075B5P3	NA	NA	4	0
A0A075B5P3	NA	NA	5	0
A0A075B5P3	NA	NA	6	0
A0A075B5P3	NA	NA	7	0
A0A075B5P3	NA	NA	8	0
A0A075B5P3	NA	NA	9	0
A0A075B5P4	NA	NA	1	0
A0A075B5P4	NA	NA	2	0
A0A075B5P4	NA	NA	3	0
A0A075B5P4	NA	NA	4	0
A0A075B5P4	NA	NA	5	0
A0A075B5P4	NA	NA	6	0
A0A075B5P4	NA	NA	7	0
A0A075B5P4	NA	NA	8	0
A0A075B5P4	NA	NA	9	0
A0A075B5R5	NA	NA	1	0
A0A075B5R5	NA	NA	2	0
A0A075B5R5	NA	NA	3	0
A0A075B5R5	NA	NA	4	0
A0A075B5R5	NA	NA	5	0
A0A075B5R5	NA	NA	6	0
A0A075B5R5	NA	NA	7	0
A0A075B5R5	NA	NA	8	0
A0A075B5R5	NA	NA	9	0
A0A075B6A3	NA	NA	1	0
A0A075B6A3	NA	NA	2	0
A0A075B6A3	NA	NA	3	0
A0A075B6A3	NA	NA	4	0
A0A075B6A3	NA	NA	5	10.713688686340143
A0A075B6A3	NA	NA	6	10.646677654662605
A0A075B6A3	NA	NA	7	11.126176852282944
A0A075B6A3	NA	NA	8	9.934842254635074
A0A075B6A3	NA	NA	9	11.026284485909342
A0A087WNW3	ENSMUSG00000021843	Ktn1	1	0
A0A087WNW3	ENSMUSG00000021843	Ktn1	2	0
A0A087WNW3	ENSMUSG00000021843	Ktn1	3	0
A0A087WNW3	ENSMUSG00000021843	Ktn1	4	0
A0A087WNW3	ENSMUSG00000021843	Ktn1	5	0
A0A087WNW3	ENSMUSG00000021843	Ktn1	6	0
A0A087WNW3	ENSMUSG00000021843	Ktn1	7	0
A0A087WNW3	ENSMUSG00000021843	Ktn1	8	0
A0A087WNW3	ENSMUSG00000021843	Ktn1	9	0
A0A087WQ94	NA	NA	1	0
A0A087WQ94	NA	NA	2	0
A0A087WQ94	NA	NA	3	0
A0A087WQ94	NA	NA	4	0
A0A087WQ94	NA	NA	5	0
A0A087WQ94	NA	NA	6	0
A0A087WQ94	NA	NA	7	0
A0A087WQ94	NA	NA	8	0
A0A087WQ94	NA	NA	9	0
A0A087WR50	ENSMUSG00000026193	Fn1	1	11.50966808439244
A0A087WR50	ENSMUSG00000026193	Fn1	2	11.332722731843857
A0A087WR50	ENSMUSG00000026193	Fn1	3	11.498261128147917
A0A087WR50	ENSMUSG00000026193	Fn1	4	11.490539087940443
A0A087WR50	ENSMUSG00000026193	Fn1	5	11.665702458405644
A0A087WR50	ENSMUSG00000026193	Fn1	6	11.478733333358573
A0A087WR50	ENSMUSG00000026193	Fn1	7	11.648164906054143
A0A087WR50	ENSMUSG00000026193	Fn1	8	11.929220240327107
A0A087WR50	ENSMUSG00000026193	Fn1	9	12.187194076558642
A0A087WS16	NA	NA	1	11.297279352191339
A0A087WS16	NA	NA	2	0
A0A087WS16	NA	NA	3	0
A0A087WS16	NA	NA	4	0
A0A087WS16	NA	NA	5	0
A0A087WS16	NA	NA	6	0
A0A087WS16	NA	NA	7	0
A0A087WS16	NA	NA	8	0
A0A087WS16	NA	NA	9	11.537165930383543
A0A087WSP5	ENSMUSG00000026104	Stat1	1	11.28824537648097
A0A087WSP5	ENSMUSG00000026104	Stat1	2	10.903948135836256
A0A087WSP5	ENSMUSG00000026104	Stat1	3	11.021280216080411
A0A087WSP5	ENSMUSG00000026104	Stat1	4	11.114937044931542
A0A087WSP5	ENSMUSG00000026104	Stat1	5	11.163337743183542
A0A087WSP5	ENSMUSG00000026104	Stat1	6	11.558006268048786
A0A087WSP5	ENSMUSG00000026104	Stat1	7	11.772520145332644
A0A087WSP5	ENSMUSG00000026104	Stat1	8	11.524248258014724
A0A087WSP5	ENSMUSG00000026104	Stat1	9	10.974180056299645
A0A0A6YVS2	NA	NA	1	11.222499734541971
A0A0A6YVS2	NA	NA	2	11.123340862975438
A0A0A6YVS2	NA	NA	3	11.12058793247574
A0A0A6YVS2	NA	NA	4	10.741451334814244
A0A0A6YVS2	NA	NA	5	10.720811449360713
A0A0A6YVS2	NA	NA	6	10.530098171898443
A0A0A6YVS2	NA	NA	7	10.096837798618264
A0A0A6YVS2	NA	NA	8	10.900354792443656
A0A0A6YVS2	NA	NA	9	10.914079918556542
A0A0A6YW80	NA	NA	1	11.359415548129522
A0A0A6YW80	NA	NA	2	12.167491682260163
A0A0A6YW80	NA	NA	3	12.394180301155492
A0A0A6YW80	NA	NA	4	12.209610946923343
A0A0A6YW80	NA	NA	5	12.544257739079843
A0A0A6YW80	NA	NA	6	12.066384539418996
A0A0A6YW80	NA	NA	7	12.700478637568043
A0A0A6YW80	NA	NA	8	12.120549556919444
A0A0A6YW80	NA	NA	9	13.159770347152243
A0A0A6YXL6	ENSMUSG00000028080	Lrba	1	0
A0A0A6YXL6	ENSMUSG00000028080	Lrba	2	0
A0A0A6YXL6	ENSMUSG00000028080	Lrba	3	0
A0A0A6YXL6	ENSMUSG00000028080	Lrba	4	0
A0A0A6YXL6	ENSMUSG00000028080	Lrba	5	0
A0A0A6YXL6	ENSMUSG00000028080	Lrba	6	0
A0A0A6YXL6	ENSMUSG00000028080	Lrba	7	0
A0A0A6YXL6	ENSMUSG00000028080	Lrba	8	0
A0A0A6YXL6	ENSMUSG00000028080	Lrba	9	0
A0A0B4J1G1	ENSMUSG00000026656	Fcgr2b	1	0
A0A0B4J1G1	ENSMUSG00000026656	Fcgr2b	2	0
A0A0B4J1G1	ENSMUSG00000026656	Fcgr2b	3	0
A0A0B4J1G1	ENSMUSG00000026656	Fcgr2b	4	10.207600355029642
A0A0B4J1G1	ENSMUSG00000026656	Fcgr2b	5	0
A0A0B4J1G1	ENSMUSG00000026656	Fcgr2b	6	0
A0A0B4J1G1	ENSMUSG00000026656	Fcgr2b	7	9.345353811055343
A0A0B4J1G1	ENSMUSG00000026656	Fcgr2b	8	0
A0A0B4J1G1	ENSMUSG00000026656	Fcgr2b	9	0
A0A0G2JDV3	ENSMUSG00000104713	Gbp6	1	0
A0A0G2JDV3	ENSMUSG00000104713	Gbp6	2	0
A0A0G2JDV3	ENSMUSG00000104713	Gbp6	3	0
A0A0G2JDV3	ENSMUSG00000104713	Gbp6	4	0
A0A0G2JDV3	ENSMUSG00000104713	Gbp6	5	0
A0A0G2JDV3	ENSMUSG00000104713	Gbp6	6	0
A0A0G2JDV3	ENSMUSG00000104713	Gbp6	7	0
A0A0G2JDV3	ENSMUSG00000104713	Gbp6	8	0
A0A0G2JDV3	ENSMUSG00000104713	Gbp6	9	0
A0A0G2JEP4	NA	NA	1	0
A0A0G2JEP4	NA	NA	2	0
A0A0G2JEP4	NA	NA	3	0
A0A0G2JEP4	NA	NA	4	0
A0A0G2JEP4	NA	NA	5	0
A0A0G2JEP4	NA	NA	6	0
A0A0G2JEP4	NA	NA	7	0
A0A0G2JEP4	NA	NA	8	0
A0A0G2JEP4	NA	NA	9	0
A0A0G2JFT8	ENSMUSG00000029291	Rufy3	1	0
A0A0G2JFT8	ENSMUSG00000029291	Rufy3	2	0
A0A0G2JFT8	ENSMUSG00000029291	Rufy3	3	0
A0A0G2JFT8	ENSMUSG00000029291	Rufy3	4	0
A0A0G2JFT8	ENSMUSG00000029291	Rufy3	5	0
A0A0G2JFT8	ENSMUSG00000029291	Rufy3	6	0
A0A0G2JFT8	ENSMUSG00000029291	Rufy3	7	0
A0A0G2JFT8	ENSMUSG00000029291	Rufy3	8	0
A0A0G2JFT8	ENSMUSG00000029291	Rufy3	9	0
A0A0J9YU79	ENSMUSG00000029162	Khk	1	10.793378350342994
A0A0J9YU79	ENSMUSG00000029162	Khk	2	10.984752911850524
A0A0J9YU79	ENSMUSG00000029162	Khk	3	11.187990598881052
A0A0J9YU79	ENSMUSG00000029162	Khk	4	11.041269479837943
A0A0J9YU79	ENSMUSG00000029162	Khk	5	11.400518374098844
A0A0J9YU79	ENSMUSG00000029162	Khk	6	11.1397743112883
A0A0J9YU79	ENSMUSG00000029162	Khk	7	11.299340086416944
A0A0J9YU79	ENSMUSG00000029162	Khk	8	11.148041745601407
A0A0J9YU79	ENSMUSG00000029162	Khk	9	10.856424964534645
A0A0J9YUD5	NA	NA	1	0
A0A0J9YUD5	NA	NA	2	0
A0A0J9YUD5	NA	NA	3	0
A0A0J9YUD5	NA	NA	4	0
A0A0J9YUD5	NA	NA	5	0
A0A0J9YUD5	NA	NA	6	0
A0A0J9YUD5	NA	NA	7	0
A0A0J9YUD5	NA	NA	8	0
A0A0J9YUD5	NA	NA	9	0
A0A0J9YUG5	NA	NA	1	0
A0A0J9YUG5	NA	NA	2	0
A0A0J9YUG5	NA	NA	3	0
A0A0J9YUG5	NA	NA	4	0
A0A0J9YUG5	NA	NA	5	0
A0A0J9YUG5	NA	NA	6	0
A0A0J9YUG5	NA	NA	7	0
A0A0J9YUG5	NA	NA	8	0
A0A0J9YUG5	NA	NA	9	0
A0A0J9YUI8	NA	NA	1	11.086167014092222
A0A0J9YUI8	NA	NA	2	11.355830569636588
A0A0J9YUI8	NA	NA	3	11.11476680805151
A0A0J9YUI8	NA	NA	4	11.173918672469943
A0A0J9YUI8	NA	NA	5	11.392796785012143
A0A0J9YUI8	NA	NA	6	11.314717477729321
A0A0J9YUI8	NA	NA	7	11.435187026000943
A0A0J9YUI8	NA	NA	8	11.218144444326084
A0A0J9YUI8	NA	NA	9	11.172371084993042
A0A0J9YVJ6	NA	NA	1	0
A0A0J9YVJ6	NA	NA	2	0
A0A0J9YVJ6	NA	NA	3	0
A0A0J9YVJ6	NA	NA	4	0
A0A0J9YVJ6	NA	NA	5	0
A0A0J9YVJ6	NA	NA	6	0
A0A0J9YVJ6	NA	NA	7	0
A0A0J9YVJ6	NA	NA	8	0
A0A0J9YVJ6	NA	NA	9	0
A0A0N4SV80	ENSMUSG00000030016	Zfp638	1	0
A0A0N4SV80	ENSMUSG00000030016	Zfp638	2	0
A0A0N4SV80	ENSMUSG00000030016	Zfp638	3	0
A0A0N4SV80	ENSMUSG00000030016	Zfp638	4	0
A0A0N4SV80	ENSMUSG00000030016	Zfp638	5	0
A0A0N4SV80	ENSMUSG00000030016	Zfp638	6	0
A0A0N4SV80	ENSMUSG00000030016	Zfp638	7	0
A0A0N4SV80	ENSMUSG00000030016	Zfp638	8	0
A0A0N4SV80	ENSMUSG00000030016	Zfp638	9	0
A0A0R4IZY2	ENSMUSG00000022445	Cyp2d26	1	13.564683051800007
A0A0R4IZY2	ENSMUSG00000022445	Cyp2d26	2	13.389286830936902
A0A0R4IZY2	ENSMUSG00000022445	Cyp2d26	3	13.268658928982237
A0A0R4IZY2	ENSMUSG00000022445	Cyp2d26	4	13.254632931052042
A0A0R4IZY2	ENSMUSG00000022445	Cyp2d26	5	13.316438611556244
A0A0R4IZY2	ENSMUSG00000022445	Cyp2d26	6	13.294099320493846
A0A0R4IZY2	ENSMUSG00000022445	Cyp2d26	7	13.218012525471444
A0A0R4IZY2	ENSMUSG00000022445	Cyp2d26	8	13.366424543764541
A0A0R4IZY2	ENSMUSG00000022445	Cyp2d26	9	13.229719110752542
A0A0R4J034	ENSMUSG00000022680	Pdxdc1	1	10.584085499722462
A0A0R4J034	ENSMUSG00000022680	Pdxdc1	2	10.214741571648155
A0A0R4J034	ENSMUSG00000022680	Pdxdc1	3	10.395890261027072
A0A0R4J034	ENSMUSG00000022680	Pdxdc1	4	10.439356562727843
A0A0R4J034	ENSMUSG00000022680	Pdxdc1	5	10.488905133759124
A0A0R4J034	ENSMUSG00000022680	Pdxdc1	6	10.748510541368514
A0A0R4J034	ENSMUSG00000022680	Pdxdc1	7	10.222984459839545
A0A0R4J034	ENSMUSG00000022680	Pdxdc1	8	7.560544275500431
A0A0R4J034	ENSMUSG00000022680	Pdxdc1	9	10.764139816371543
A0A0R4J049	ENSMUSG00000023110	Prmt5	1	0
A0A0R4J049	ENSMUSG00000023110	Prmt5	2	0
A0A0R4J049	ENSMUSG00000023110	Prmt5	3	0
A0A0R4J049	ENSMUSG00000023110	Prmt5	4	0
A0A0R4J049	ENSMUSG00000023110	Prmt5	5	0
A0A0R4J049	ENSMUSG00000023110	Prmt5	6	0
A0A0R4J049	ENSMUSG00000023110	Prmt5	7	0
A0A0R4J049	ENSMUSG00000023110	Prmt5	8	0
A0A0R4J049	ENSMUSG00000023110	Prmt5	9	0
A0A0R4J050	ENSMUSG00000023262	Acy1	1	11.44018274228485
A0A0R4J050	ENSMUSG00000023262	Acy1	2	11.2667292021092
A0A0R4J050	ENSMUSG00000023262	Acy1	3	11.362682452148015
A0A0R4J050	ENSMUSG00000023262	Acy1	4	11.661594105469844
A0A0R4J050	ENSMUSG00000023262	Acy1	5	11.565113310234942
A0A0R4J050	ENSMUSG00000023262	Acy1	6	11.528874037731612
A0A0R4J050	ENSMUSG00000023262	Acy1	7	11.812302667958443
A0A0R4J050	ENSMUSG00000023262	Acy1	8	12.00833138645844
A0A0R4J050	ENSMUSG00000023262	Acy1	9	12.163450857667543
A0A0R4J083	ENSMUSG00000026003	Acadl	1	12.712283503861958
A0A0R4J083	ENSMUSG00000026003	Acadl	2	12.664564076855008
A0A0R4J083	ENSMUSG00000026003	Acadl	3	12.666340861805143
A0A0R4J083	ENSMUSG00000026003	Acadl	4	12.735310318575342
A0A0R4J083	ENSMUSG00000026003	Acadl	5	12.697854329276943
A0A0R4J083	ENSMUSG00000026003	Acadl	6	12.634252865132062
A0A0R4J083	ENSMUSG00000026003	Acadl	7	12.681462297073143
A0A0R4J083	ENSMUSG00000026003	Acadl	8	12.627323915656467
A0A0R4J083	ENSMUSG00000026003	Acadl	9	12.556410947794944
A0A0R4J0B4	ENSMUSG00000030282	Cmas	1	11.195186812127192
A0A0R4J0B4	ENSMUSG00000030282	Cmas	2	11.085917060926468
A0A0R4J0B4	ENSMUSG00000030282	Cmas	3	10.933778622344278
A0A0R4J0B4	ENSMUSG00000030282	Cmas	4	10.963751638674443
A0A0R4J0B4	ENSMUSG00000030282	Cmas	5	10.681640578534143
A0A0R4J0B4	ENSMUSG00000030282	Cmas	6	10.976673747153631
A0A0R4J0B4	ENSMUSG00000030282	Cmas	7	10.591264147867443
A0A0R4J0B4	ENSMUSG00000030282	Cmas	8	9.805876195158183
A0A0R4J0B4	ENSMUSG00000030282	Cmas	9	10.307033529770544
A0A0R4J0I1	ENSMUSG00000058207	Serpina3k	1	11.666207082016202
A0A0R4J0I1	ENSMUSG00000058207	Serpina3k	2	11.605398006469924
A0A0R4J0I1	ENSMUSG00000058207	Serpina3k	3	11.587164656180663
A0A0R4J0I1	ENSMUSG00000058207	Serpina3k	4	11.560192138182744
A0A0R4J0I1	ENSMUSG00000058207	Serpina3k	5	11.521422202367143
A0A0R4J0I1	ENSMUSG00000058207	Serpina3k	6	11.518831331334804
A0A0R4J0I1	ENSMUSG00000058207	Serpina3k	7	11.716614800851643
A0A0R4J0I1	ENSMUSG00000058207	Serpina3k	8	11.804222539291274
A0A0R4J0I1	ENSMUSG00000058207	Serpina3k	9	11.936520673902443
A0A0R4J135	ENSMUSG00000068877	Selenbp2	1	12.937902913992989
A0A0R4J135	ENSMUSG00000068877	Selenbp2	2	13.014326500567917
A0A0R4J135	ENSMUSG00000068877	Selenbp2	3	13.199388257202356
A0A0R4J135	ENSMUSG00000068877	Selenbp2	4	13.229653897016743
A0A0R4J135	ENSMUSG00000068877	Selenbp2	5	13.278491459682742
A0A0R4J135	ENSMUSG00000068877	Selenbp2	6	13.348962956139868
A0A0R4J135	ENSMUSG00000068877	Selenbp2	7	13.407612100637042
A0A0R4J135	ENSMUSG00000068877	Selenbp2	8	13.368778173792291
A0A0R4J135	ENSMUSG00000068877	Selenbp2	9	13.272448124455043
A0A0R4J140	ENSMUSG00000020741	Cluh	1	11.19625903562355
A0A0R4J140	ENSMUSG00000020741	Cluh	2	11.460834973745857
A0A0R4J140	ENSMUSG00000020741	Cluh	3	11.499282896571815
A0A0R4J140	ENSMUSG00000020741	Cluh	4	11.089312420024843
A0A0R4J140	ENSMUSG00000020741	Cluh	5	11.520284960921343
A0A0R4J140	ENSMUSG00000020741	Cluh	6	11.14794689040062
A0A0R4J140	ENSMUSG00000020741	Cluh	7	11.496643727397343
A0A0R4J140	ENSMUSG00000020741	Cluh	8	11.75036832790597
A0A0R4J140	ENSMUSG00000020741	Cluh	9	11.921659506797043
A0A0R4J174	ENSMUSG00000066839	Ecsit	1	0
A0A0R4J174	ENSMUSG00000066839	Ecsit	2	0
A0A0R4J174	ENSMUSG00000066839	Ecsit	3	0
A0A0R4J174	ENSMUSG00000066839	Ecsit	4	0
A0A0R4J174	ENSMUSG00000066839	Ecsit	5	0
A0A0R4J174	ENSMUSG00000066839	Ecsit	6	0
A0A0R4J174	ENSMUSG00000066839	Ecsit	7	0
A0A0R4J174	ENSMUSG00000066839	Ecsit	8	0
A0A0R4J174	ENSMUSG00000066839	Ecsit	9	0
A0A0R4J1E2	ENSMUSG00000055762	Eef1d	1	12.31223388368624
A0A0R4J1E2	ENSMUSG00000055762	Eef1d	2	12.261247388097948
A0A0R4J1E2	ENSMUSG00000055762	Eef1d	3	12.259815731314534
A0A0R4J1E2	ENSMUSG00000055762	Eef1d	4	12.373698292122745
A0A0R4J1E2	ENSMUSG00000055762	Eef1d	5	12.322132188205243
A0A0R4J1E2	ENSMUSG00000055762	Eef1d	6	12.404051388025056
A0A0R4J1E2	ENSMUSG00000055762	Eef1d	7	12.314846937864543
A0A0R4J1E2	ENSMUSG00000055762	Eef1d	8	12.358018492865918
A0A0R4J1E2	ENSMUSG00000055762	Eef1d	9	12.357664766142044
A0A0R4J1H2	ENSMUSG00000020258	Glyctk	1	10.280900798063724
A0A0R4J1H2	ENSMUSG00000020258	Glyctk	2	10.912360166484326
A0A0R4J1H2	ENSMUSG00000020258	Glyctk	3	10.379566913817998
A0A0R4J1H2	ENSMUSG00000020258	Glyctk	4	10.940065900036542
A0A0R4J1H2	ENSMUSG00000020258	Glyctk	5	10.723858626807242
A0A0R4J1H2	ENSMUSG00000020258	Glyctk	6	10.834148611742608
A0A0R4J1H2	ENSMUSG00000020258	Glyctk	7	10.883203227235443
A0A0R4J1H2	ENSMUSG00000020258	Glyctk	8	10.958200054519631
A0A0R4J1H2	ENSMUSG00000020258	Glyctk	9	10.880327269255243
A0A0R4J1J1	ENSMUSG00000026179	Pnkd	1	0
A0A0R4J1J1	ENSMUSG00000026179	Pnkd	2	0
A0A0R4J1J1	ENSMUSG00000026179	Pnkd	3	0
A0A0R4J1J1	ENSMUSG00000026179	Pnkd	4	0
A0A0R4J1J1	ENSMUSG00000026179	Pnkd	5	0
A0A0R4J1J1	ENSMUSG00000026179	Pnkd	6	0
A0A0R4J1J1	ENSMUSG00000026179	Pnkd	7	0
A0A0R4J1J1	ENSMUSG00000026179	Pnkd	8	0
A0A0R4J1J1	ENSMUSG00000026179	Pnkd	9	0
A0A0R4J1L2	ENSMUSG00000055762	Eef1d	1	0
A0A0R4J1L2	ENSMUSG00000055762	Eef1d	2	0
A0A0R4J1L2	ENSMUSG00000055762	Eef1d	3	0
A0A0R4J1L2	ENSMUSG00000055762	Eef1d	4	0
A0A0R4J1L2	ENSMUSG00000055762	Eef1d	5	0
A0A0R4J1L2	ENSMUSG00000055762	Eef1d	6	0
A0A0R4J1L2	ENSMUSG00000055762	Eef1d	7	0
A0A0R4J1L2	ENSMUSG00000055762	Eef1d	8	0
A0A0R4J1L2	ENSMUSG00000055762	Eef1d	9	0
A0A0R4J1T1	NA	NA	1	11.034387478926476
A0A0R4J1T1	NA	NA	2	10.139039590868549
A0A0R4J1T1	NA	NA	3	10.722529486457445
A0A0R4J1T1	NA	NA	4	10.385063910463343
A0A0R4J1T1	NA	NA	5	10.804785162280243
A0A0R4J1T1	NA	NA	6	10.586841609206926
A0A0R4J1T1	NA	NA	7	10.701491365569943
A0A0R4J1T1	NA	NA	8	9.016437508186076
A0A0R4J1T1	NA	NA	9	10.949635242301943
A0A0R4J1V0	ENSMUSG00000038298	Pdzk1	1	11.352228142324819
A0A0R4J1V0	ENSMUSG00000038298	Pdzk1	2	11.418484864059081
A0A0R4J1V0	ENSMUSG00000038298	Pdzk1	3	11.333594917698276
A0A0R4J1V0	ENSMUSG00000038298	Pdzk1	4	11.598211312289644
A0A0R4J1V0	ENSMUSG00000038298	Pdzk1	5	11.244765870437343
A0A0R4J1V0	ENSMUSG00000038298	Pdzk1	6	11.290727470691976
A0A0R4J1V0	ENSMUSG00000038298	Pdzk1	7	11.246189969296344
A0A0R4J1V0	ENSMUSG00000038298	Pdzk1	8	11.26068682113476
A0A0R4J1V0	ENSMUSG00000038298	Pdzk1	9	11.641129592343244
A0A0R4J293	ENSMUSG00000022218	Tgm1	1	11.852340501759901
A0A0R4J293	ENSMUSG00000022218	Tgm1	2	11.218315596271873
A0A0R4J293	ENSMUSG00000022218	Tgm1	3	11.160187780013732
A0A0R4J293	ENSMUSG00000022218	Tgm1	4	10.684919030878442
A0A0R4J293	ENSMUSG00000022218	Tgm1	5	11.306944651342942
A0A0R4J293	ENSMUSG00000022218	Tgm1	6	0
A0A0R4J293	ENSMUSG00000022218	Tgm1	7	0
A0A0R4J293	ENSMUSG00000022218	Tgm1	8	0
A0A0R4J293	ENSMUSG00000022218	Tgm1	9	11.298399145756543
A0A0R4J2D3	NA	NA	1	11.564965853816751
A0A0R4J2D3	NA	NA	2	11.462490686680207
A0A0R4J2D3	NA	NA	3	11.366437202364384
A0A0R4J2D3	NA	NA	4	11.454568813099943
A0A0R4J2D3	NA	NA	5	11.343282914674942
A0A0R4J2D3	NA	NA	6	11.374701693636922
A0A0R4J2D3	NA	NA	7	11.337832817653043
A0A0R4J2D3	NA	NA	8	11.415342468788822
A0A0R4J2D3	NA	NA	9	11.326324793729343
A0A0U1RP81	NA	NA	1	10.79792573459158
A0A0U1RP81	NA	NA	2	10.882370097904596
A0A0U1RP81	NA	NA	3	10.83965141343018
A0A0U1RP81	NA	NA	4	10.810598280988042
A0A0U1RP81	NA	NA	5	10.999751842918243
A0A0U1RP81	NA	NA	6	10.590521403627
A0A0U1RP81	NA	NA	7	10.549566145162544
A0A0U1RP81	NA	NA	8	10.698016196997425
A0A0U1RP81	NA	NA	9	10.747307628440042
A0A0U1RPQ5	NA	NA	1	0
A0A0U1RPQ5	NA	NA	2	0
A0A0U1RPQ5	NA	NA	3	0
A0A0U1RPQ5	NA	NA	4	0
A0A0U1RPQ5	NA	NA	5	0
A0A0U1RPQ5	NA	NA	6	0
A0A0U1RPQ5	NA	NA	7	0
A0A0U1RPQ5	NA	NA	8	0
A0A0U1RPQ5	NA	NA	9	0
A0A140LHQ8	NA	NA	1	8.180350228167915
A0A140LHQ8	NA	NA	2	0
A0A140LHQ8	NA	NA	3	0
A0A140LHQ8	NA	NA	4	0
A0A140LHQ8	NA	NA	5	0
A0A140LHQ8	NA	NA	6	0
A0A140LHQ8	NA	NA	7	0
A0A140LHQ8	NA	NA	8	0
A0A140LHQ8	NA	NA	9	0
A0A140T8N5	NA	NA	1	0
A0A140T8N5	NA	NA	2	0
A0A140T8N5	NA	NA	3	0
A0A140T8N5	NA	NA	4	0
A0A140T8N5	NA	NA	5	0
A0A140T8N5	NA	NA	6	0
A0A140T8N5	NA	NA	7	0
A0A140T8N5	NA	NA	8	0
A0A140T8N5	NA	NA	9	0
A0A1B0GR85	ENSMUSG00000051339	2900026A02Rik	1	0
A0A1B0GR85	ENSMUSG00000051339	2900026A02Rik	2	0
A0A1B0GR85	ENSMUSG00000051339	2900026A02Rik	3	0
A0A1B0GR85	ENSMUSG00000051339	2900026A02Rik	4	0
A0A1B0GR85	ENSMUSG00000051339	2900026A02Rik	5	0
A0A1B0GR85	ENSMUSG00000051339	2900026A02Rik	6	0
A0A1B0GR85	ENSMUSG00000051339	2900026A02Rik	7	0
A0A1B0GR85	ENSMUSG00000051339	2900026A02Rik	8	0
A0A1B0GR85	ENSMUSG00000051339	2900026A02Rik	9	0
A0A1B0GRV7	NA	NA	1	0
A0A1B0GRV7	NA	NA	2	0
A0A1B0GRV7	NA	NA	3	0
A0A1B0GRV7	NA	NA	4	0
A0A1B0GRV7	NA	NA	5	0
A0A1B0GRV7	NA	NA	6	0
A0A1B0GRV7	NA	NA	7	0
A0A1B0GRV7	NA	NA	8	0
A0A1B0GRV7	NA	NA	9	0
A0A1D5RLZ3	NA	NA	1	0
A0A1D5RLZ3	NA	NA	2	0
A0A1D5RLZ3	NA	NA	3	0
A0A1D5RLZ3	NA	NA	4	0
A0A1D5RLZ3	NA	NA	5	0
A0A1D5RLZ3	NA	NA	6	0
A0A1D5RLZ3	NA	NA	7	0
A0A1D5RLZ3	NA	NA	8	0
A0A1D5RLZ3	NA	NA	9	0
A0A1L1SQ51	ENSMUSG00000052698	Tln2	1	0
A0A1L1SQ51	ENSMUSG00000052698	Tln2	2	0
A0A1L1SQ51	ENSMUSG00000052698	Tln2	3	0
A0A1L1SQ51	ENSMUSG00000052698	Tln2	4	0
A0A1L1SQ51	ENSMUSG00000052698	Tln2	5	0
A0A1L1SQ51	ENSMUSG00000052698	Tln2	6	0
A0A1L1SQ51	ENSMUSG00000052698	Tln2	7	0
A0A1L1SQ51	ENSMUSG00000052698	Tln2	8	0
A0A1L1SQ51	ENSMUSG00000052698	Tln2	9	0
A0A1L1SUI3	NA	NA	1	11.40183506256759
A0A1L1SUI3	NA	NA	2	11.256360521887991
A0A1L1SUI3	NA	NA	3	11.367827277814133
A0A1L1SUI3	NA	NA	4	11.458251821416944
A0A1L1SUI3	NA	NA	5	11.723212578918044
A0A1L1SUI3	NA	NA	6	11.603491066180169
A0A1L1SUI3	NA	NA	7	11.581517816943444
A0A1L1SUI3	NA	NA	8	11.873440051909345
A0A1L1SUI3	NA	NA	9	11.861813293438644
A0A1L1SV73	NA	NA	1	0
A0A1L1SV73	NA	NA	2	0
A0A1L1SV73	NA	NA	3	0
A0A1L1SV73	NA	NA	4	0
A0A1L1SV73	NA	NA	5	0
A0A1L1SV73	NA	NA	6	0
A0A1L1SV73	NA	NA	7	0
A0A1L1SV73	NA	NA	8	0
A0A1L1SV73	NA	NA	9	0
A0A1Y7VM45	NA	NA	1	0
A0A1Y7VM45	NA	NA	2	0
A0A1Y7VM45	NA	NA	3	0
A0A1Y7VM45	NA	NA	4	0
A0A1Y7VM45	NA	NA	5	0
A0A1Y7VM45	NA	NA	6	0
A0A1Y7VM45	NA	NA	7	0
A0A1Y7VM45	NA	NA	8	0
A0A1Y7VM45	NA	NA	9	0
A0A286YCV9	ENSMUSG00000060012	Kif13b	1	10.904174274759432
A0A286YCV9	ENSMUSG00000060012	Kif13b	2	10.642717126239152
A0A286YCV9	ENSMUSG00000060012	Kif13b	3	10.841293527125805
A0A286YCV9	ENSMUSG00000060012	Kif13b	4	10.763239960287041
A0A286YCV9	ENSMUSG00000060012	Kif13b	5	11.131902233906343
A0A286YCV9	ENSMUSG00000060012	Kif13b	6	11.146869433938436
A0A286YCV9	ENSMUSG00000060012	Kif13b	7	10.925411888121245
A0A286YCV9	ENSMUSG00000060012	Kif13b	8	11.295912859895433
A0A286YCV9	ENSMUSG00000060012	Kif13b	9	10.742521134167344
A0A286YCX6	NA	NA	1	0
A0A286YCX6	NA	NA	2	0
A0A286YCX6	NA	NA	3	0
A0A286YCX6	NA	NA	4	0
A0A286YCX6	NA	NA	5	0
A0A286YCX6	NA	NA	6	0
A0A286YCX6	NA	NA	7	0
A0A286YCX6	NA	NA	8	0
A0A286YCX6	NA	NA	9	0
A0A2I3BQE1	NA	NA	1	0
A0A2I3BQE1	NA	NA	2	0
